tmdbId,Title,Release_Date,TMDb_Rating,Genres,Cast,Director,Overview,Original_Title,movieId,User_Avg_Rating,Rating_Norm
52013,Marwencol,2010-03-12,7.2,Documentary,"Mark Hogancamp, Emmanuel Nneji, Edda Hogancamp, Tom Neubauer, Julie Swarthout",Jeff Malmberg,"After a vicious attack leaves him brain-damaged and broke, Mark Hogancamp seeks recovery in ""Marwencol"", a 1/6th scale World War II-era town he creates in his backyard.",Marwencol (2010),83827,3.7547169811320753,0.750943396226415
111239,Edge,2010-10-23,6.0,"Action, Thriller","Maxine Peake, Joe Dempsie, Nichola Burley, Julie T. Wallace, Marjorie Yates",Carol Morley,"A hotel. A cliff. Six lost people, looking for something, or looking to lose themselves.","Edge, The (Kray) (2010)",83842,2.789473684210526,0.5578947368421052
55061,Frankie & Alice,2010-12-10,5.976,"Drama, Thriller","Halle Berry, Stellan Skarsgård, Phylicia Rashād, Chandra Wilson, Adrian Holmes",Geoffrey Sax,A drama centered on a go-go dancer with multiple personality disorder who struggles to remain her true self and begins working with a psychotherapist to uncover the mystery of the inner ghosts that haunt her.,Frankie and Alice (2010),83912,2.7580645161290325,0.5516129032258065
63578,The Trip,2011-04-24,6.643,"Comedy, Drama","Steve Coogan, Rob Brydon, Claire Keelan, Margo Stilley, Paul Popplewell",Michael Winterbottom,"When Steve Coogan is asked by The Observer to tour the country's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend. But, when she backs out on him, he has no one to accompany him but his best friend and source of eternal aggravation, Rob Brydon.","Trip, The (2010)",83976,3.5783847980997625,0.7156769596199525
48752,2012: Time for Change,2010-10-08,6.1,Documentary,"Daniel Pinchbeck, Maude Barlow, Ariane Burgess, Gerald Celente, Policarpo Chaj",Joao G. Amorim,2012: Time For Change is a documentary feature that presents ways to transform our unsustainable society into a regenerative planetary culture. This can be achieved through a personal and global change of consciousness and the systemic implementation of ecological design.,2012: Time for Change (2010),84017,3.75,0.75
47055,Cool It,2010-11-08,6.4,Documentary,"Bjørn Lomborg, Hashem Akbari, Al Gore, James Hansen, Barack Obama",Ondi Timoner,A documentary that takes an alternative approach to dealing with the global warming crisis.,Cool It (2010),84019,3.3214285714285716,0.6642857142857144
47909,Poetry,2010-05-13,7.553,Drama,"Yoon Jeong-hee, David Lee, Kim Hee-ra, Ahn Nae-sang, Kim Yong-taek",Lee Chang-dong,A South Korean woman in her sixties enrolls in a poetry class as she grapples with her faltering memory and her grandson's appalling wrongdoing.,Poetry (Shi) (2010),84116,3.8295454545454546,0.7659090909090909
55151,"Tuesday, After Christmas",2010-09-17,6.348,"Drama, Romance","Mimi Brănescu, Maria Popistașu, Mirela Oprișor, Dragoș Bucur, Victor Rebengiuc",Radu Muntean,"Paul Hanganu loves two women. Adriana his wife and the mother of their daughter, the woman with whom he's shared the thrills of the past ten years, and Raluca the woman who has made him redefine himself. He has to leave one of them before Christmas.","Tuesday, After Christmas (Marti, dupa craciun) (2010)",84128,3.5,0.7
45202,The Housemaid,2010-05-13,6.35,"Thriller, Drama","Jeon Do-yeon, Lee Jung-jae, Seo Woo, Youn Yuh-jung, Park Ji-young",Im Sang-soo,Eun-yi is hired as a maid in a mansion owned by a wealthy businessman. He quickly starts seducing his employee who seemingly has little choice but to comply with his sexual advances. Soon the women of the family plot against Eun-yi who must fight an equally devious battle to protect herself.,"Housemaid, The (Hanyo) (2010)",84137,3.290909090909091,0.6581818181818182
89704,Happy People: A Year in the Taiga,2010-09-03,7.267,Documentary,"Werner Herzog, Gennady Soloviev, Anatoly Blumei, Gennady Tiganov, Mikhail Tarkovsky","Werner Herzog, Dmitry Vasyukov","In the center of the story is the life of the indigenous people of the village Bakhtia at the river Yenisei in the Siberian Taiga. The camera follows the protagonists in the village over a period of a year. The natives, whose daily routines have barely changed over the last centuries, keep living their lives according to their own cultural traditions.",Happy People: A Year in the Taiga (2010),84156,3.9120603015075375,0.7824120603015075
52461,Carrie Fisher: Wishful Drinking,2010-12-10,7.4,"Documentary, Comedy",Carrie Fisher,"Randy Barbato, Fenton Bailey","""Wishful Drinking"" is based on Fisher's memoirs of the same title. The stage adaptation had its world premiere in 2006 at the Geffen Playhouse in L.A. It later played at Berkeley Repertory before opening on Broadway in October at Studio 54. The show takes audiences on a comic tour of Fisher's messy personal life and career. The actress-writer recounts stories about her work on the ""Star Wars"" series as well as her relationship with her parents Eddie Fisher and Debbie Reynolds. She also discusses her much-publicized problems with alcohol and drugs.",Wishful Drinking (2010),84160,3.159090909090909,0.6318181818181818
43947,I Spit on Your Grave,2010-06-17,6.513,"Thriller, Crime, Horror","Sarah Butler, Jeff Branson, Tracey Walter, Andrew Howard, Chad Lindberg",Steven R. Monroe,"A beautiful woman from the city, Jennifer Hills, rents an isolated cabin in the country to write her latest novel. Soon, a group of local lowlifes subject her to a nightmare of degradation, rape, and violence.",I Spit on Your Grave (2010),84189,3.097297297297297,0.6194594594594595
55165,Simple Simon,2010-09-03,7.242,"Comedy, Drama","Bill Skarsgård, Martin Wallström, Cecilia Forss, Sofie Hamilton, Susanne Thorson",Andreas Öhman,"Simon has Asperger's syndrome and doesn't like changes in his life. He lives with his big brother Sam and Sam's girlfriend Frida. When Frida can't stand having to adapt to Simon's peculiarities anymore she takes off, leaving Simon with having to find a new, perfect, girlfriend for his brother.",Simple Simon (I rymden finns inga känslor) (2010),84234,3.526315789473684,0.7052631578947368
31007,Welcome to the Rileys,2010-10-29,6.558,Drama,"Kristen Stewart, James Gandolfini, Melissa Leo, Joe Chrest, Ally Sheedy",Jake Scott,"Years after their teenage daughter’s death, Lois and Doug Riley, an upstanding Indiana couple, are frozen by estranging grief. Doug escapes to New Orleans on a business trip. Compelled by urgencies he doesn’t understand, he insinuates himself into the life of an underage hooker, becoming her platonic guardian.",Welcome to the Rileys (2010),84242,3.533333333333333,0.7066666666666667
32612,The Traveler,2010-11-15,5.4,"Horror, Thriller","John Cassini, Val Kilmer, Camille Sullivan, Dylan Neal, Paul McGillion",Michael Oblowitz,"On a dark Christmas Eve in a small town, the lone Sheriffs on the night shift encounter a mysterious man who goes by the name of Mr. Nobody. As the night progresses, the Sheriffs discover that this isn't just a nobody, but a vengeful killer whose past threatens to haunt them all.","Traveler, The (2010)",84260,2.2142857142857144,0.4428571428571429
43920,Dog Pound,2010-04-24,7.204,Drama,"Adam Butcher, Shane Kippel, Mateo Morales, Taylor Poulin, Slim Twig",Kim Chapiron,Three juvenile delinquents arrive at a correctional center and are put under the care of an experienced guard.,Dog Pound (2010),84407,3.5833333333333335,0.7166666666666667
50779,And Everything Is Going Fine,2010-06-04,6.4,"Documentary, Drama",Spalding Gray,Steven Soderbergh,"From the first time he performed Swimming to Cambodia - the one-man account of his experience of making the 1984 film The Killing Fields - Spalding Gray made the art of the monologue his own. Drawing unstintingly on the most intimate aspects of his own life, his shows were vibrant, hilarious and moving. His death came tragically early, in 2004; this compilation of interview and performance footage nails his idiosyncratic and irreplaceable brilliance.",And Everything Is Going Fine (2010),84444,3.6166666666666667,0.7233333333333334
51276,Silent Souls,2010-06-06,6.385,Drama,"Yuliya Aug, Igor Sergeev, Viktor Sukhorukov, Yuriy Tsurilo, Vyacheslav Melekhov",Alexey Fedorchenko,"Miron Alekseevich, director of a paper and pulp mill, goes to bury his wife Tanya in the place where they once spent their honeymoon. He goes not alone, but with a photographer named Stork, to whom he tells touching details of his life with Tanya. The narrative weaves together the memories of the characters, as well as the rituals and beliefs of the Meri people, a small Finnish tribe that once lived in the Northern Volga region and dissolved among the Russians.",Silent Souls (Ovsyanki) (2010),84506,3.5434782608695654,0.7086956521739131
44944,For Colored Girls,2010-11-05,6.644,Drama,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandiwe Newton, Anika Noni Rose",Tyler Perry,"About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.",Tyler Perry's For Colored Girls (2010),84532,3.242857142857143,0.6485714285714286
45272,Country Strong,2010-12-22,6.135,"Drama, Romance, Music","Gwyneth Paltrow, Garrett Hedlund, Tim McGraw, Leighton Meester, Marshall Chapman",Shana Feste,"Soon after the rising young singer-songwriter Beau Williams gets involved with a fallen, emotionally unstable country star Kelly Canter, the pair embark on a career resurrection tour helmed by her husband/manager James and featuring a beauty queen-turned-singer Chiles Stanton. Between concerts, romantic entanglements and old demons threaten to derail them all.",Country Strong (2010),84570,3.0128205128205128,0.6025641025641025
46441,Mirrors 2,2010-10-18,5.511,"Horror, Mystery, Fantasy","Nick Stahl, William Katt, Emmanuelle Vaugier, Lawrence Turner, Christy Carlson Romano",Víctor García,"When Max, who is recovering from a traumatic accident, takes a job as a nighttime security guard, he begins to see visions of a young mysterious woman in the store's mirror.",Mirrors 2 (2010),84621,2.294642857142857,0.45892857142857146
50204,Burke & Hare,2010-10-29,6.07,"Comedy, Thriller, History, Horror","Simon Pegg, Andy Serkis, Isla Fisher, Georgia King, Tom Wilkinson",John Landis,Two 19th-century opportunists become serial killers so that they can maintain their profitable business supplying cadavers to an anatomist.,Burke and Hare (2010),84696,3.128342245989305,0.625668449197861
43552,Vanishing on 7th Street,2010-09-11,5.3,"Mystery, Horror, Thriller","Hayden Christensen, Thandiwe Newton, John Leguizamo, Neal Huff, Jacob Latimore",Brad Anderson,"A mysterious global blackout yields countless populations to simply vanish, leaving only their clothes and possessions behind. A small handful of survivors band together in a dimly-lit tavern on 7th Street, struggling to combat the apocalyptic horror. Realizing they may in fact be the last people on earth, a dark shadow hones in on them alone.",Vanishing on 7th Street (2010),84732,2.484848484848485,0.49696969696969695
39959,Open House,2010-08-03,4.68,"Drama, Horror, Thriller","Brian Geraghty, Rachel Blanchard, Anna Paquin, Stephen Moyer, Tricia Helfer",Andrew Paquin,A murderous couple invade a woman's home and hold her captive in the basement.,Open House (2010) ,84740,2.25,0.45
45274,Client 9: The Rise and Fall of Eliot Spitzer,2010-11-05,6.231,Documentary,"Eliot Spitzer, Alex Gibney, Hulbert Waldroup, Lloyd Constantine, Peter Elkind",Alex Gibney,An in-depth look at the rapid rise and dramatic fall of New York Governor Eliot Spitzer.,Client 9: The Rise and Fall of Eliot Spitzer (2010),84770,3.653225806451613,0.7306451612903226
46789,Submarino,2010-03-25,7.103,Drama,"Jakob Cedergren, Peter Plaugborg, Gustav Fischer Kjærulff, Morten Rose, Henrik Strube",Thomas Vinterberg,"As children, Nick and his little brother take care of their baby brother while their mother drinks herself senseless. But the baby dies, and both brothers blame themselves. Many years later, Nick is out of prison after serving time for an assault. He drinks, lives in a shelter and tries to help an old friend. When their mother dies, Nick meets his brother at the funeral. The brother, who remains nameless, is a single father to a young boy, but also supports a drug habit that is spiraling out of control. When an opportunity presents itself, he becomes a drug dealer to secure his son's future. Eventually, the two brothers meet again.",Submarino (2010),84775,3.7065217391304346,0.7413043478260869
42171,The Infidel,2010-02-18,6.1,"Comedy, Drama","Omid Djalili, Richard Schiff, Archie Panjabi, Igal Naor, Stewart Scudamore",Josh Appignanesi,"Based in a London suburb Mahmud Nasir lives with his wife, Saamiya, and two children, Rashid and Nabi. His son plans to marry Uzma, the step-daughter of Egyptian-born Arshad Al-Masri, a so-called 'Hate Cleric' from Waziristan, Pakistan. Mahmud, who is not exactly a devout Muslim, he drinks alcohol, and does not pray five times, but does agree that he will appease Arshad, without whose approval the marriage cannot take place. Shortly thereafter Mahmud, while going over his recently deceased mother's documents, will find out that he was adopted, his birth parents were Jewish, and his name is actually Solly Shimshillewitz.","Infidel, The (2010)",84880,3.0288461538461537,0.6057692307692307
54186,Confessions,2010-06-04,7.6,"Drama, Thriller, Mystery","Takako Matsu, Masaki Okada, Yoshino Kimura, Yukito Nishii, Kaoru Fujiwara",Tetsuya Nakashima,"Devastated at the death of her four-year-old daughter, a grieving middle school teacher is horrified to discover that her students aren't as innocent as she thinks.",Confessions (Kokuhaku) (2010),84952,3.856508875739645,0.771301775147929
113885,The Tempest,1998-12-13,5.8,"Drama, Fantasy, Science Fiction, TV Movie","Peter Fonda, John Glover, Harold Perrineau, Katherine Heigl, John Pyper-Ferguson",Jack Bender,An adaptation of Shakespeare's classic is set in the Mississippi bayous during the Civil War.,"Tempest, The (2010)",84957,3.1545454545454548,0.630909090909091
47218,Happythankyoumoreplease,2011-03-04,6.471,"Comedy, Drama, Romance","Josh Radnor, Malin Åkerman, Kate Mara, Zoe Kazan, Pablo Schreiber",Josh Radnor,"Captures a generational moment - young people on the cusp of truly growing up, tiring of their reflexive cynicism, each in their own ways struggling to connect and define what it means to love and be loved. Six New Yorkers juggle love, friendship, and the keenly challenging specter of adulthood. Sam Wexler is a struggling writer who's having a particularly bad day. When a young boy gets separated from his family on the subway, Sam makes the questionable decision to bring the child back to his apartment and thus begins a rewarding, yet complicated, friendship. Sam's life revolves around his friends — Annie, whose self-image keeps her from commitment; Charlie and Mary Catherine, a couple whose possible move to Los Angeles tests their relationship; and Mississippi, a cabaret singer who catches Sam's eye.",Happythankyoumoreplease (2010),85007,3.409547738693467,0.6819095477386934
51200,71: Into the Fire,2010-06-16,7.5,War,"Kwon Sang-woo, Choi Seung-hyun, Kim Seung-woo, Cha Seung-won, Kim Hye-seong",John H. Lee,"In August 1950, waiting for UN troops to arrive, the South Korean army assembled to protect Nakdong River. Only 71 student-soldiers are left behind to guard the city of Pohang. Now they are on a mission to defend the country from North Korean troops.",71: Into The Fire (Pohwasogeuro) (2010),85129,3.375,0.675
54793,Public Speaking,2011-02-23,7.0,Documentary,"Fran Lebowitz, Pablo Picasso, Pablo Casals, Thelonious Monk, James Baldwin",Martin Scorsese,"Martin Scorsese’s portrait of writer and social commentator Fran Lebowitz, celebrated for her sharp wit and observations on modern life. Filmed at New York’s Waverly Inn and intercut with archival footage and interviews, the documentary captures Lebowitz’s distinctive worldview through her spontaneous monologues and public appearances.",Public Speaking (2010),85190,3.5833333333333335,0.7166666666666667
57703,Norwegian Wood,2010-09-30,6.348,"Drama, Romance","Kenichi Matsuyama, Rinko Kikuchi, Kiko Mizuhara, Reika Kirishima, Eriko Hatsune",Trần Anh Hùng,"Toru recalls his life in the 1960s, when his friend Kizuki killed himself and he grew close to Naoko, Kizuki's girlfriend, and another woman, the outgoing, lively Midori.",Norwegian Wood (Noruwei no mori) (2010),85211,3.4054054054054053,0.681081081081081
53358,Fubar II,2010-10-01,5.712,Comedy,"David Lawrence, Jamil Jabril, Paul Spence, Terra Hazelton, Rose Martin",Michael Dowse,Terry and Dean head north to make sweet cash in the oil patch.,Fubar II (Fubar: Balls to the Wall) (2010),85291,3.392857142857143,0.6785714285714286
47533,Scooby-Doo! Curse of the Lake Monster,2010-10-16,6.2,"Mystery, Fantasy, Comedy, Adventure","Frank Welker, Kate Melton, Hayley Kiyoko, Nick Palatas, Robbie Amell",Brian Levant,"Scooby-Doo and the gang are on the case when a mysterious lake monster starts scaring the guests at a summer resort in Erie Point, where Fred, Daphne, Velma and Shaggy have taken on seasonal jobs to pay for a barn they accidentally burned down. But in addition to sneaking suspicions, there's some romance in the air.",Scooby-Doo! Curse of the Lake Monster (2010),85295,2.1515151515151514,0.4303030303030303
45022,Holy Rollers,2010-05-21,5.744,Drama,"Jesse Eisenberg, Justin Bartha, Danny A. Abeckaser, Ari Graynor, Jason Fuchs",Kevin Asch,Inspired by actual events in the late nineties when Hasidic Jews were recruited as mules to smuggle ecstasy from Europe into the United States.,Holy Rollers (2010),85305,3.125,0.625
47931,Elite Squad: The Enemy Within,2010-10-08,7.827,"Drama, Action, Crime","Wagner Moura, Irandhir Santos, André Ramiro, Pedro Van-Held, Maria Ribeiro",José Padilha,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain André Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.",Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),85342,3.9865728900255752,0.7973145780051151
59248,The Wildest Dream,2010-08-06,7.0,Documentary,"Liam Neeson, Natasha Richardson, Conrad Anker, Ralph Fiennes, Leo Houlding",Anthony Geffen,"Uses astonishing visuals to tell the intersecting stories of George Mallory, the first man to attempt a summit of Mount Everest, and Conrad Anker, the mountaineer who finds Mallory's frozen remains 75 years later.","Wildest Dream, The (2010)",85365,3.5416666666666665,0.7083333333333333
51447,Trophy Wife,2010-11-10,6.135,Comedy,"Catherine Deneuve, Gérard Depardieu, Fabrice Luchini, Karin Viard, Jérémie Renier",François Ozon,"In 1977 France, tightfisted factory owner Robert Pujol is so shocked when his workers strike for higher wages that he suffers a heart attack. His acquiescent wife, Suzanne, whose father had founded the factory, takes over management duties during Robert's convalescence.",Potiche (2010),85372,3.130630630630631,0.6261261261261262
59490,Cave of Forgotten Dreams,2010-11-03,7.088,Documentary,"Werner Herzog, Dominique Baffier, Jean Clottes, Jean-Michel Geneste, Michel Philippe",Werner Herzog,"Werner Herzog gains exclusive access to film inside the Chauvet caves of Southern France, capturing the oldest known pictorial creations of humankind in their astonishing natural setting.",Cave of Forgotten Dreams (2010),85394,3.6794871794871793,0.7358974358974358
45132,Super,2010-11-26,6.539,"Comedy, Action, Drama","Rainn Wilson, Elliot Page, Liv Tyler, Kevin Bacon, Gregg Henry",James Gunn,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, though he lacks for heroic skills.",Super (2010),85401,3.302825552825553,0.6605651105651106
46146,Troll Hunter,2010-10-29,6.695,"Fantasy, Horror","Otto Jespersen, Glenn Erland Tosterud, Johanna Mørck, Tomas Alf Larsen, Hans Morten Hansen",André Øvredal,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.","Troll Hunter, The (Trolljegeren) (2010)",85412,3.4660041841004183,0.6932008368200837
55893,Putty Hill,2010-02-18,5.5,Drama,"Sky Ferreira, Cody Ray, Dustin Ray, James Siebor Jr., Zoe Vance",Matthew Porterfield,"Friends and family of Cory, a young man who has died of an overdose, gather at a Baltimore-area karaoke bar for his wake and compare stories about him. Gradually, as it becomes clear that there are many holes in their recollections about Cory, they fill in the blanks by talking about things that reveal aspects of their own lives. Among those mourning him and searching for meaning are his cousin Jenny, his sister Zoe and his brother James.",Putty Hill (2010),85527,2.9642857142857144,0.5928571428571429
48243,Essential Killing,2010-09-06,5.822,"Thriller, War","Vincent Gallo, Emmanuelle Seigner, David L. Price, Zach Cohen, Iftach Ophir",Jerzy Skolimowski,A Taliban soldier struggles to survive after he escapes his captors and flees into the Polish countryside.,Essential Killing (2010),85540,2.918181818181818,0.5836363636363636
45715,Wog Boy 2: The Kings of Mykonos,2010-05-20,4.9,Comedy,"Nick Giannopoulos, Vince Colosimo, Zeta Makrypoulia, Alex Dimitriades, Kevin Sorbo",Peter Andrikidis,"Things haven't been going well for Steve 'The Wog Boy' Karamitsis. His one true love—a '69 Valiant Pacer—and all his assets have just been seized by Federal Police because he trusted the shady Tony the Yugoslav, and Steve's best mate Frank has lost his touch with the ladies after a messy divorce. But fortune favours the 'Wog' when Steve discovers that he's inherited a beach on the Greek resort island of Mykonos from an uncle he never met—a beach worth millions.","Kings of Mykonos, The (2010)",85555,2.5,0.5
53364,Der letzte schöne Herbsttag,2010-11-11,6.6,,"Julia Koschitz, Felix Hellmann, Walter Hess, Leopold Hornung, Katharina M. Schubert",Ralf Westhoff,"Claire feels threatened by illness, Leo takes everything lightly and even eats raw chicken. She writes endless text messages, he tells her what's going on in a nutshell, she's always in the mood for sex, he loves hiking in the mountains with his buddy, she repairs the bike herself, but he doesn't have the time. Nevertheless, the two are a couple, but very often ask themselves why, argue, make up and break up.","Letzte schöne Herbsttag, Der (2010)",85567,3.9,0.78
43418,Beneath Hill 60,2010-04-15,6.845,"Drama, History, War","Brendan Cowell, Harrison Gilbertson, Steve Le Marquand, Gyton Grantley, Alan Dukes",Jeremy Sims,"The true story of Australia's cat-and-mouse underground mine warfare—one of the most misunderstood, misrepresented and mystifying conflicts of WW I. It was secret struggle BENEATH the Western Front that combined daring engineering, technology and science. Few on the surface knew of the brave, claustrophobic and sometimes barbaric work of these tunnellers.",Beneath Hill 60 (2010),85763,3.7941176470588234,0.7588235294117647
58496,Senna,2010-10-07,8.11,Documentary,"Ayrton Senna, Alain Prost, Frank Williams, Ron Dennis, Viviane Senna",Asif Kapadia,"The remarkable story of Brazilian racing driver Ayrton Senna, charting his physical and spiritual achievements on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of Senna, a documentary feature that spans the racing legend's years as an F1 driver, from his opening season in 1984 to his untimely death a decade later.",Senna (2010),85774,3.9648102815177477,0.7929620563035495
60434,Kapitalism: Our Improved Formula,2010-04-23,6.9,Documentary,George Becali,Alexandru Solomon,"An imaginary return of dictator Ceausescu after 20 years of capitalism in his country, Romania, where he finds a new society but also old habits in the country's businessmen.",Kapitalism: Our Improved Formula (Kapitalism - Reteta noastra secreta) (2010),85783,3.8333333333333335,0.7666666666666667
49018,Insidious,2011-03-31,6.94,"Horror, Thriller","Patrick Wilson, Rose Byrne, Lin Shaye, Ty Simpkins, Barbara Hershey",James Wan,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",Insidious (2010),85788,3.430757651781234,0.6861515303562469
57120,Meek's Cutoff,2011-04-08,6.502,"Western, Drama","Michelle Williams, Bruce Greenwood, Will Patton, Zoe Kazan, Paul Dano",Kelly Reichardt,A group of settlers traveling through the Oregon High Desert in 1845 find themselves stranded in harsh conditions.,Meek's Cutoff (2010),85790,3.2777777777777777,0.6555555555555556
48650,Room in Rome,2010-05-07,6.432,"Drama, Romance","Elena Anaya, Natasha Yarovenko, Enrico Lo Verso, Najwa Nimri, Ander Malles",Julio Medem,"A hotel room in the center of Rome serves as the setting for Alba and Natasha, two sexy and recently acquainted women, to have a physical adventure that touches their very souls.",Room in Rome (Habitación en Roma) (2010),85885,3.0350877192982457,0.6070175438596491
39356,Boy,2010-03-25,7.3,"Drama, Comedy","James Rolleston, Te Aho Aho Eketone-Whitu, Taika Waititi, Moerangi Tihore, Cherilee Martin",Taika Waititi,"Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.",Boy (2010),86000,3.83206106870229,0.766412213740458
53172,Henry's Crime,2010-01-14,5.802,"Crime, Comedy","Keanu Reeves, Vera Farmiga, James Caan, Judy Greer, Fisher Stevens",Malcolm Venville,"An aimless man is sent to prison for a crime he did not commit, an ex-con targets the same bank he was sent away for robbing.",Henry's Crime (2010),86028,2.9,0.58
59266,The Arbor,2010-10-22,7.2,"Drama, Documentary","Christine Bottomley, Manjinder Virk, Natalie Gavin, George Costigan, Monica Dolan",Clio Barnard,"The lives of the late Bradford playwright Andrea Dunbar and Lorraine, one of her daughters, and the community of Bradford, in the 30 years since the 18-year-old Andrea penned a play about growing up in the community titled ""The Arbor"".","Arbor, The (2010)",86096,3.3513513513513513,0.6702702702702703
63555,Leap Year,2010-05-17,6.397,"Drama, Romance","Mónica del Carmen, Gustavo Sánchez Parra, Marco Zapata, Dagoberto Gama, Diego Chaz",Michael Rowe,"Journalist Laura works at home, isolating herself from others. While she lies to her mother and brother, Raul, on the phone about having an active social life, Laura's days consist of gazing at her neighbors, eating canned food and going to clubs to bring home strangers. As the anniversary of her father's death draws near, Laura develops a relationship with Arturo, a charismatic actor who shares her taste for rough sex.",Leap Year (Año bisiesto) (2010),86137,3.0434782608695654,0.6086956521739131
58857,13 Assassins,2010-09-25,7.324,"Adventure, Drama, Action","Koji Yakusho, Takayuki Yamada, Yūsuke Iseya, Goro Inagaki, Kazue Fukiishi",Takashi Miike,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,13 Assassins (Jûsan-nin no shikaku) (2010),86142,3.701212121212121,0.7402424242424243
41273,On Tour,2010-06-30,6.5,"Comedy, Drama","Miranda Colclasure, Suzanne Ramsey, Dirty Martini, Julie Atlas Muz, Angela de Lorenzo",Mathieu Amalric,"After leaving France in search of a better life in America, a television producer returns with a group of burlesque dancers to take the Paris club scene by storm.",On Tour (Tournée) (2010),86145,3.088235294117647,0.6176470588235294
46523,New Kids Turbo,2010-12-09,6.343,"Action, Comedy","Tim Haars, Huub Smit, Wesley van Gaalen, Flip van der Kuil, Steffen Haars","Steffen Haars, Flip van der Kuil",Five friends from 'Maaskantje' are getting fired because of the economic crisis. They decide that they won't pay for anything anymore.,New Kids Turbo (2010),86233,3.1714285714285713,0.6342857142857142
29920,Easy Money,2010-01-15,6.44,"Drama, Thriller, Crime","Joel Kinnaman, Matias Varela, Dragomir Mrsic, Lisa Henni, Mahmut Suvakci",Daniel Espinosa,"When JW becomes a drug runner in order to maintain his double life, his fate becomes tied to two other men: Jorge, a fugitive on the run from both the Serbian mafia and the police, and mafia enforcer Mrado, who is on the hunt for Jorge.",Easy Money (Snabba Cash) (2010),86244,3.2011494252873565,0.6402298850574712
51423,Beyond,2010-12-10,6.5,Drama,"Noomi Rapace, Ola Rapace, Outi Mäenpää, Ville Virtanen, Tehilla Blad",Pernilla August,"One morning just before Christmas, Leena receives a phone call from a hospital in her childhood hometown telling her that her mother is dying. This news takes her on a journey to face her mother for the first time in her adult life. Leena has fought all her life to let go of her grief over her lost and dark childhood. She is now forced to deal with her past to be able to move on.",Beyond (Svinalängorna) (2010),86277,3.7,0.74
54527,Into Eternity: A Film for the Future,2010-11-12,7.2,Documentary,"Carl Reinhold Bråkenhjelm, Michael Madsen, Wendla Paile, Esko Roukola, Mikael Jensen",Michael Madsen,"Every day, the world over, large amounts of high-level radioactive waste created by nuclear power plants is placed in interim storage, which is vulnerable to natural disasters, man-made disasters, and to societal changes. In Finland the world’s first permanent repository is being hewn out of solid rock – a huge system of underground tunnels - that must last 100,000 years as this is how long the waste remains hazardous.",Into Eternity (2010),86279,3.5849056603773586,0.7169811320754718
57695,The Princess of Montpensier,2010-11-03,6.348,"Action, Drama, History, Romance","Mélanie Thierry, Lambert Wilson, Gaspard Ulliel, Grégoire Leprince-Ringuet, Raphaël Personnaz",Bertrand Tavernier,"Set in the high courts of 16th Century France, where the wars of religion between Catholics and Protestants are raging. Marie de Mézières, a beautiful young aristocrat, is in love with Henri de Guise, but her hand in marriage is promised to the Prince of Montpensier.","Princess of Montpensier, The (La princesse de Montpensier) (2010)",86300,3.225806451612903,0.6451612903225806
45523,Louis C.K.: Hilarious,2010-01-26,7.825,Comedy,Louis C.K.,Louis C.K.,"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to.",Louis C.K.: Hilarious (2010),86345,3.997986191024166,0.7995972382048332
48415,Welcome to the South,2010-10-01,6.719,Comedy,"Claudio Bisio, Alessandro Siani, Angela Finocchiaro, Valentina Lodovini, Nando Paone",Luca Miniero,"Alberto, post office manager of a small town in Brianza, under pressure of his wife Sylvia, is willing to do anything to get the transfer to Milan. Even pretending to be disabled to climb in the ranking. But the trick does not work and as punishment, he is transferred in a small town in Campania, which to an inhabitant of the north is equivalent to a nightmare ...",Welcome to the South (Benvenuti al Sud) (2010),86408,3.1724137931034484,0.6344827586206897
